Analysis Totals {Functions:[ Analyzed:6 Partial:0 Skipped:0 Total:6 ] Blocks:[ Analyzed:76 Skipped:0 Total:76 ] }
Analysis Totals {Functions:[ Analyzed:6 Partial:0 Skipped:0 Total:6 ] Blocks:[ Analyzed:75 Skipped:0 Total:75 ] }
Analysis Totals {Functions:[ Analyzed:6 Partial:0 Skipped:0 Total:6 ] Blocks:[ Analyzed:80 Skipped:0 Total:80 ] }
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,67,0,67
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js]Mod_Analyzed,3,0,0,3,69,0,69
Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,69,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple55-invest1.js],Mod_Analyzed,40,0,7,47,647,30,677
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple55-invest1.js],Mod_Analyzed,132,1,0,133,1852,16,1868
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
[/C:/Users/erik/Dropbox%20(ASU)/Private-Browser-Ext/hidex/testcases/simple54-msg-real.js],Mod_Analyzed,3,0,0,3,69,0,69
